confidence,decision,description,full_address,google_first_review_date,google_first_seen,google_place_id,name,opening_date,osm_first_added,osm_last_edit,osm_last_edit_age_days,quality_score,reasons,source,tags
Medium,Keep,Google Places candidate (no opening_date provided),"Urho Kekkosen katu 1, 00100 Helsinki, Finland",2023-07-31,2026-02-06,ChIJVVVVVbYLkkYRjgwGXjmrbnY,Restaurant HOKU,,,,,100,,Google Places (Text Search),confidence:low;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_MODERATE;rating:4.6;ratings:1403;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;type:american_restaurant;type:asian_restaurant;type:establishment;type:food;type:japanese_restaurant;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Kalevankatu 13, 00100 Helsinki, Finland",2025-05-06,2026-02-06,ChIJsSqiDMsLkkYRUoOmF9l72eo,Restaurant Passio,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_EXPENSIVE;rating:4.5;ratings:766;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesWine:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Ainonkatu 3, 00100 Helsinki, Finland",2025-07-22,2026-02-06,ChIJO6MCR88LkkYRLkqzBvXqrnk,Ravintola Finnjävel SALONKI,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_VERY_EXPENSIVE;rating:4.5;ratings:852;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesWine:yes;source:google_places;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Meritullinkatu 6, 00170 Helsinki, Finland",2025-03-14,2026-02-06,ChIJlUEA_88LkkYR9WVkHIic9IY,Restaurant Kuurna,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_EXPENSIVE;rating:4.7;ratings:561;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:no;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Kasarmikatu 25, 00130 Helsinki, Finland",2025-11-24,2026-02-06,ChIJEavX664LkkYRROXKijv6Xmc,Rioni,,,,,100,,Google Places (Text Search),confidence:low;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.6;ratings:1657;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Hietalahdenkatu 14, 00180 Helsinki, Finland",2025-08-24,2026-02-06,ChIJl3_EpUoKkkYR5FsA6cVdDfM,Restaurant Konstan Möljä,,,,,100,,Google Places (Text Search),confidence:low;dineIn:yes;rating:4.5;ratings:1923;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Finland, Bulevardi 15, 00120 Helsinki, Finland",2025-06-20,2026-02-06,ChIJVcNOXcoLkkYRGJ9EuqaBUpU,Restaurant Levant Bulevardi,,,,,100,,Google Places (Text Search),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_INEXPENSIVE;rating:4.6;ratings:1272;reservable:yes;servesBeer:yes;servesBreakfast:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:brunch_restaurant;type:catering_service;type:establishment;type:food;type:food_delivery;type:lebanese_restaurant;type:middle_eastern_restaurant;type:point_of_interest;type:restaurant;type:vegetarian_restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Vironkatu 8, 00170 Helsinki, Finland",2025-04-28,2026-02-06,ChIJKfm6tocLkkYRvfcupRMY8Hg,Restaurant Bona Fide,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;rating:4.9;ratings:252;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesWine:yes;source:google_places;takeout:no;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Unioninkatu 30, 00100 Helsinki, Finland",2025-05-23,2026-02-06,ChIJ60QbfRQLkkYREWY6kYgkA1w,Winest,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;rating:4.9;ratings:342;reservable:yes;servesBeer:yes;servesCocktails:no;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:no;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Kasarmikatu 44, 00130 Helsinki, Finland",2023-07-27,2026-02-06,ChIJP_oDLckLkkYRPraiCa4LnrE,Ravintola Emo,,,,,100,,Google Places (Text Search),confidence:low;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_EXPENSIVE;rating:4.4;ratings:808;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Eerikinkatu 9, 00100 Helsinki, Finland",2025-07-11,2026-02-06,ChIJ3aaUztoLkkYRze-4usFBL4E,Enchanté Café,,,,,100,,Google Places (Text Search),confidence:low;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.8;ratings:595;servesBeer:yes;servesBreakfast:yes;servesCocktails:no;servesCoffee:yes;servesDessert:yes;servesLunch:no;servesWine:yes;source:google_places;takeout:yes;type:bakery;type:cafe;type:establishment;type:food;type:food_store;type:point_of_interest;type:store
Medium,Keep,Google Places candidate (no opening_date provided),"Kluuvikatu 3, 00100 Helsinki, Finland",2025-08-16,2026-02-06,ChIJi_D3ks4LkkYRTaAZ8AQATsg,Fazer Café Kluuvikatu,,,,,100,,Google Places (Text Search),confidence:low;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.4;ratings:5802;reservable:yes;servesBeer:yes;servesBreakfast:yes;servesCocktails:no;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;type:bakery;type:cafe;type:confectionery;type:deli;type:dessert_shop;type:establishment;type:food;type:food_store;type:point_of_interest;type:store
Medium,Keep,Google Places candidate (no opening_date provided),"Kanavaranta 7C-D 7C-D, 00160 Helsinki, Finland",2025-04-22,2026-02-06,ChIJp6l1RMULkkYRrREse58nppg,Johan & Nyström - Kanavaranta,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.3;ratings:772;reservable:no;servesBeer:no;servesBreakfast:yes;servesCocktails:no;servesCoffee:yes;servesDessert:yes;servesDinner:no;servesWine:yes;source:google_places;takeout:yes;type:cafe;type:coffee_shop;type:establishment;type:food;type:food_store;type:point_of_interest;type:store;type:tea_house;type:wholesaler
Medium,Keep,Google Places candidate (no opening_date provided),"Uudenmaankatu 19-21 LH7, 00120 Helsinki, Finland",2025-06-15,2026-02-06,ChIJUfeIJcoLkkYRPBhjzvla9-E,Cafetino,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_INEXPENSIVE;rating:4.8;ratings:704;reservable:yes;servesBeer:no;servesBreakfast:yes;servesCocktails:no;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:no;source:google_places;takeout:yes;type:cafe;type:establishment;type:food;type:greek_restaurant;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Bulevardi 9, 00120 Helsinki, Finland",2025-10-22,2026-02-06,ChIJX0yYSMoLkkYRkoWHzOoxqSs,Ekberg 1852,,,,,100,,Google Places (Text Search),confidence:low;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.2;ratings:3118;reservable:yes;servesBeer:yes;servesBreakfast:yes;servesCocktails:no;servesCoffee:yes;servesDessert:yes;servesDinner:no;servesLunch:yes;servesWine:yes;source:google_places;takeout:yes;type:bakery;type:breakfast_restaurant;type:cafe;type:confectionery;type:dessert_shop;type:establishment;type:food;type:food_store;type:point_of_interest;type:restaurant;type:store
Medium,Keep,Google Places candidate (no opening_date provided),"Aleksanterinkatu 26, 00170 Helsinki, Finland",2025-10-06,2026-02-06,ChIJ39eLBc8LkkYRnMaDXBe-s14,Café Engel,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_EXPENSIVE;rating:4.5;ratings:1102;reservable:yes;servesBeer:yes;servesBreakfast:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:no;type:breakfast_restaurant;type:cafe;type:dessert_restaurant;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Merikannontie 8, 00260 Helsinki, Finland",2025-10-14,2026-02-06,ChIJPQrZrSQKkkYRxPQN1mE_SUM,Cafe Regatta,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.6;ratings:6203;reservable:no;servesBeer:no;servesBreakfast:yes;servesCocktails:no;servesCoffee:yes;servesDessert:yes;servesDinner:no;servesLunch:no;servesWine:no;source:google_places;takeout:yes;type:cafe;type:establishment;type:food;type:point_of_interest
Medium,Keep,Google Places candidate (no opening_date provided),"Pohjoisesplanadi 39, 00100 Helsinki, Finland",2024-05-08,2026-02-06,ChIJOYUaBswLkkYR8W5O7YA_BBE,Café Aalto,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_MODERATE;rating:4.4;ratings:585;servesBeer:yes;servesBreakfast:yes;servesCocktails:no;servesCoffee:yes;servesDessert:yes;servesLunch:yes;servesWine:yes;source:google_places;type:cafe;type:diner;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Runeberginkatu 31, 00100 Helsinki, Finland",2025-03-07,2026-02-06,ChIJQ2gmn8zBjUYRBE7bZ0aNaWU,Cafetoria Café & Shop,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.8;ratings:651;reservable:no;servesBeer:no;servesBreakfast:yes;servesCocktails:no;servesCoffee:yes;servesDessert:yes;servesDinner:no;servesLunch:no;servesVegetarianFood:yes;servesWine:no;source:google_places;takeout:yes;type:cafe;type:cafeteria;type:coffee_shop;type:confectionery;type:dessert_shop;type:establishment;type:food;type:food_store;type:ice_cream_shop;type:point_of_interest;type:store
Medium,Keep,Google Places candidate (no opening_date provided),"Aleksanterinkatu 50, 00100 Helsinki, Finland",2025-06-28,2026-02-06,ChIJzeR9PcwLkkYRusVTSnehKbA,La Torrefazione,,,,,100,,Google Places (Text Search),confidence:low;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_MODERATE;rating:4.3;ratings:729;reservable:yes;servesBeer:yes;servesBreakfast:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:no;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:breakfast_restaurant;type:brunch_restaurant;type:cafe;type:coffee_shop;type:establishment;type:food;type:food_store;type:point_of_interest;type:restaurant;type:store
Medium,Keep,Google Places candidate (no opening_date provided),"Lönnrotinkatu 33 35, 00180 Helsinki, Finland",2025-07-17,2026-02-06,ChIJTVUUDM4LkkYRaW4YbeMd7tc,Tintin Juurilla,,,,,100,,Google Places (Text Search),confidence:low;delivery:yes;dineIn:yes;rating:4.8;ratings:270;servesBreakfast:yes;servesCoffee:yes;servesDessert:yes;servesLunch:yes;source:google_places;takeout:yes;type:bakery;type:cafe;type:coffee_shop;type:establishment;type:food;type:food_store;type:point_of_interest;type:restaurant;type:store
Medium,Keep,Google Places candidate (no opening_date provided),"Fredrikinkatu 55, 00100 Helsinki, Finland",2025-08-23,2026-02-06,ChIJOa0PMcsLkkYRzE0zIaklq1Y,Helkatti Cat Cafe,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_MODERATE;rating:4.3;ratings:1479;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:no;type:cafe;type:cat_cafe;type:coffee_shop;type:establishment;type:food;type:food_store;type:point_of_interest;type:restaurant;type:store
Medium,Keep,Google Places candidate (no opening_date provided),"Eerikinkatu 33, 00180 Helsinki, Finland",2025-06-18,2026-02-06,ChIJsVmzR7wLkkYRQwpILhzZHVg,The Good Coffee Company,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;rating:4.9;ratings:158;reservable:yes;servesBeer:yes;servesBreakfast:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:cafe;type:establishment;type:food;type:point_of_interest;type:restaurant;type:store
Medium,Keep,Google Places candidate (no opening_date provided),"Punavuorenkatu 2, 00120 Helsinki, Finland",2025-10-27,2026-02-06,ChIJw-QnOKYLkkYRCnLbZOWTc9g,Ravintola Green Hippo Punavuori,,,,,100,,Google Places (Text Search),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.4;ratings:1294;reservable:yes;servesBeer:yes;servesBreakfast:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:breakfast_restaurant;type:brunch_restaurant;type:cafe;type:establishment;type:fast_food_restaurant;type:food;type:food_store;type:point_of_interest;type:restaurant;type:store;type:vegan_restaurant;type:vegetarian_restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Annankatu 28, 00100 Helsinki, Finland",2023-06-11,2026-02-06,ChIJhcn7rkELkkYRzLqK20dIBxE,Fazer Café Annankatu,,,,,100,,Google Places (Text Search),confidence:low;delivery:yes;dineIn:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.2;ratings:180;reservable:no;servesBreakfast:yes;servesCoffee:yes;servesDessert:yes;servesDinner:no;servesLunch:yes;servesVegetarianFood:yes;servesWine:no;source:google_places;takeout:yes;type:breakfast_restaurant;type:cafe;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Mannerheimintie 3, 00100 Helsinki, Finland",2025-08-26,2026-02-06,ChIJ3cvRAtEJkkYRkWH-F4Z__Ss,Street Canteen,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_MODERATE;rating:4.7;ratings:433;reservable:yes;servesBeer:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesWine:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Fredrikinkatu 58, 00100 Helsinki, Finland",2019-08-28,2026-02-06,ChIJGw54iDMKkkYRKX7W_tYfKEE,Restaurant Twisted Street Kitchen,,,,,100,,Google Places (Text Search),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_MODERATE;rating:4.6;ratings:250;servesBreakfast:no;servesCoffee:yes;servesDinner:yes;servesLunch:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Urho Kekkosen katu 1, 00100 Helsinki, Finland",2025-08-03,2026-02-06,ChIJZQork-4LkkYRgG3uVImobf8,Raan Khao Gaeng Thai Street Food,,,,,100,,Google Places (Text Search),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:no;rating:4.4;ratings:622;reservable:yes;servesBeer:yes;servesCocktails:no;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;type:establishment;type:food;type:point_of_interest;type:restaurant;type:thai_restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Dagmarinkatu 2, 00100 Helsinki, Finland",2023-06-12,2026-02-06,ChIJIcJUU3kLkkYRlOXV_3WWJYo,Jaskan Grilli,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;rating:4.2;ratings:190;reservable:no;servesBeer:no;servesCocktails:no;servesDessert:no;servesWine:no;source:google_places;takeout:yes;type:american_restaurant;type:establishment;type:food;type:hamburger_restaurant;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Harjutori 2, 00500 Helsinki, Finland",2025-05-11,2026-02-06,ChIJ20h8HHoJkkYR7bXd0-Nmd58,Sherpa Food N' Bar,,,,,100,,Google Places (Text Search),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:yes;rating:4.8;ratings:212;reservable:yes;servesBeer:yes;servesBreakfast:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Hietalahden Kauppahalli, Lönnrotinkatu 34, 00180 Helsinki, Finland",2019-01-22,2026-02-06,ChIJ4wsbRbULkkYRYhgWqIbzsmc,Restaurant Tokyo Street,,,,,100,,Google Places (Text Search),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_INEXPENSIVE;rating:4.3;ratings:353;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCoffee:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:establishment;type:food;type:japanese_restaurant;type:point_of_interest;type:ramen_restaurant;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Hietaniemenkatu 2, 00100 Helsinki, Finland",2025-12-03,2026-02-06,ChIJJwfZE_gLkkYRqERiK9OTy9U,JokuRoti,,,,,100,,Google Places (Text Search),confidence:low;delivery:yes;dineIn:yes;rating:5;ratings:26;servesDessert:yes;servesDinner:yes;servesLunch:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Töölönlahdenkatu 3, 00100 Helsinki, Finland",2024-04-11,2026-02-06,ChIJZerO7ukLkkYRhbTWBpSQVNs,Zaap Isan Thai Street Food Rautatie,,,,,100,,Google Places (Text Search),confidence:low;delivery:yes;dineIn:yes;rating:4.2;ratings:140;reservable:yes;servesBeer:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant;type:thai_restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Ruoholahdenranta 8, 00180 Helsinki, Finland",2024-07-13,2026-02-06,ChIJ0Yctx4wLkkYRf0yWrC_HlPc,Restaurant Morton,,,,,100,,Google Places (Text Search),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.5;ratings:654;reservable:yes;servesBeer:yes;servesBreakfast:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:american_restaurant;type:breakfast_restaurant;type:cafe;type:dog_cafe;type:establishment;type:food;type:hamburger_restaurant;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Aleksis Kiven katu 12 D 113, 00500 Helsinki, Finland",2024-11-15,2026-02-06,ChIJZe0YwP0JkkYRYviv2ZF8HQI,Mojo Street Food,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;rating:4.5;ratings:68;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:no;servesCoffee:no;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:no;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Lönnrotinkatu 34, 00180 Helsinki, Finland",2025-08-09,2026-02-06,ChIJo9bdRLULkkYR4r7KXtgisfY,Hietalahden kauppahalli,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.2;ratings:3043;servesBeer:yes;servesBreakfast:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:cafe;type:establishment;type:food;type:market;type:point_of_interest;type:restaurant;type:tourist_attraction
Medium,Keep,Google Places candidate (no opening_date provided),"Snellmaninkatu 16, 00170 Helsinki, Finland",2025-06-28,2026-02-06,ChIJ17e4WfkLkkYRISJzO8qnm1s,16 Boom,,,,,100,,Google Places (Text Search),confidence:low;dineIn:yes;outdoorSeating:no;rating:4.8;ratings:215;reservable:yes;servesCocktails:yes;servesCoffee:yes;servesDinner:yes;servesLunch:yes;servesWine:yes;source:google_places;takeout:yes;type:asian_restaurant;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Helsinginkatu 21, 00530 Helsinki, Finland",2025-10-09,2026-02-06,ChIJo4YXR_p2jEYRIfyJjXpxgw0,Faselli Italian street food,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.6;ratings:361;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:establishment;type:farm;type:food;type:italian_restaurant;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Iso Roobertinkatu 2, 00120 Helsinki, Finland",2025-02-03,2026-02-06,ChIJD0JTp8kLkkYR8oDeDJiCenI,Fafa's Iso Roba,,,,,100,,Google Places (Text Search),confidence:low;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_MODERATE;rating:4.2;ratings:503;reservable:no;servesBeer:no;servesBreakfast:no;servesCocktails:no;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:no;source:google_places;takeout:yes;type:cafe;type:establishment;type:food;type:point_of_interest;type:restaurant;type:vegan_restaurant;type:vegetarian_restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Kulmavuorenkatu 7, 00500 Helsinki, Finland",2025-07-15,2026-02-06,ChIJo-qhd5QJkkYRdyg7sp3JTG4,POCHA! Korean Street Dining,,,,,100,,Google Places (Text Search),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:yes;rating:4.5;ratings:370;reservable:yes;servesBeer:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesWine:yes;source:google_places;takeout:yes;type:establishment;type:food;type:korean_restaurant;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Simonkatu, 00100 Helsinki, Finland",2022-09-29,2026-02-06,ChIJt0ONqs8LkkYRNRZtrNMRkAM,Pikku Jaska,,,,,100,,Google Places (Text Search),confidence:low;dineIn:yes;rating:3.9;ratings:35;servesCoffee:yes;source:google_places;takeout:yes;type:establishment;type:fast_food_restaurant;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Urho Kekkosen katu 1 2 kerros, 00100 Helsinki, Finland",2025-03-05,2026-02-06,ChIJ9wG5ksQLkkYR7ydpf10-POM,Phở Nokis,,,,,100,,Google Places (Text Search),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:no;rating:4.6;ratings:418;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:no;servesCoffee:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant;type:vietnamese_restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Eteläesplanadi 22, 00130 Helsinki, Finland",2025-12-18,2026-02-06,ChIJ32mSXwALkkYRbYi9d5y-uRU,Biblos,,,,,100,,Google Places (Text Search),confidence:low;dineIn:yes;rating:4.8;ratings:91;servesLunch:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Unioninkatu 30, 00100 Helsinki, Finland",2026-01-10,2026-02-06,ChIJeRSBzScLkkYRGu66z_l-Dw0,La Galleria,,,,,100,,Google Places (Text Search),confidence:low;dineIn:yes;rating:4.8;ratings:73;servesCoffee:yes;servesDinner:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Kauppakeskus Kluuvi, Aleksanterinkatu 9 1.krs, 00100 Helsinki, Finland",2025-12-27,2026-02-06,ChIJN7h2Hb8LkkYRIgx6-ikYTE8,Seoul Good Kluuvi,,,,,100,,Google Places (Text Search),confidence:low;dineIn:yes;rating:4.7;ratings:48;source:google_places;takeout:yes;type:asian_restaurant;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Saarisen Piha, Kaivokatu 8, 00101 Helsinki, Finland",2025-12-01,2026-02-06,ChIJ_ULzIEoLkkYR023yEX4xenY,Seksico® City Bodega,,,,,100,,Google Places (Text Search),confidence:low;dineIn:yes;rating:4.9;ratings:14;servesLunch:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant
